"Faction","X","Y"
"Neutral","-2506","1756"
"Neutral","-527","1016"
"Neutral","1692","-1824"
"Neutral","-1966","2629"
"Neutral","846","-2958"
"Neutral","1425","-1553"
"Neutral","1214","2627"
"Neutral","2114","2412"
"Lycentian","-457","-524"
"Neutral","1805","-294"
"Neutral","-892","1640"
"Neutral","-52","206"
"Neutral","1998","-2535"
"Neutral","444","3420"
"Neutral","141","2886"
"Neutral","964","320"
"Neutral","-2311","562"
"Neutral","-300","2673"
"Neutral","-2959","1091"
"Neutral","-779","-1061"
"Neutral","-1709","-2019"
"Neutral","-2106","1134"
"Neutral","1738","583"
"Neutral","-2136","1388"
"Neutral","1122","-2074"
"Neutral","-815","-2357"
"Neutral","-1389","1287"
"Neutral","1276","1463"
"Neutral","368","-263"
"Neutral","1739","-206"
"Neutral","-1776","-382"
"Foralkan","1169","-622"
"Neutral","1230","2423"
"Neutral","-897","259"
"Neutral","-1275","-717"
"Neutral","2375","981"
"Neutral","-240","3090"
"Neutral","867","695"
"Neutral","2309","896"
"Neutral","-561","-1914"
"Neutral","1775","-1897"
"Neutral","1027","-1601"
"Neutral","-1947","1062"
"Neutral","551","3148"
"Neutral","-1890","391"
"Kavani","526","751"
"Kavani","182","1022"
"Neutral","-448","2261"
"Neutral","-52","3496"
"Neutral","-1026","2904"
"Neutral","1190","-2168"
"Neutral","1396","-2104"
"Neutral","740","1492"
"Neutral","3558","239"
"Neutral","1886","-2271"
"Neutral","1124","-1505"
"Neutral","2137","1283"
"Neutral","1802","687"
"Neutral","3153","-834"
"Neutral","651","2862"
"Kavani","739","907"
"Neutral","-630","1508"
"Neutral","2159","1653"
"Neutral","2020","1182"
"Neutral","1382","-175"
"Neutral","-1155","902"
"Neutral","329","1756"
"Neutral","1711","2945"
"Neutral","-177","-2505"
"Neutral","29","1968"
"Neutral","129","486"
"Neutral","-2226","-1352"
"Neutral","-1849","-721"
"Neutral","-2428","-1175"
"Neutral","1325","2340"
"Neutral","-1345","909"
"Neutral","-409","611"
"Neutral","-1354","-2327"
"Neutral","694","-822"
"Neutral","-770","2130"
"Neutral","-228","81"
"Neutral","-1229","-152"
"Neutral","1208","1790"
"Neutral","-137","-1345"
"Neutral","2024","2066"
"Neutral","-2219","-796"
"Neutral","-1726","-1643"
"Neutral","1773","-190"
"Neutral","2028","2026"
"Neutral","1941","-308"
"Neutral","1342","-2515"
"Neutral","-2741","703"
"Neutral","-1155","776"
"Neutral","2589","1669"
"Neutral","2099","2514"
"Neutral","-1543","-2317"
"Neutral","-1972","1930"
"Neutral","1887","193"
"Neutral","-579","380"
"Neutral","-1100","2574"
"Neutral","-1225","762"
"Neutral","716","-2322"
"Foralkan","1023","-251"
"Neutral","-284","1037"
"Kavani","259","1458"
"Neutral","1726","398"
"TradeUnion","729","211"
"Neutral","-569","-2487"
"Neutral","-914","-1149"
"Neutral","-2164","929"
"Neutral","1159","-1458"
"Neutral","1771","-886"
"Neutral","-2581","-21"
"Neutral","1929","774"
"Neutral","1878","-1933"
"Neutral","1303","-1815"
"Neutral","1720","-1807"
"Neutral","20","-2392"
"Neutral","2670","2500"
"Neutral","997","1613"
"Neutral","2448","1708"
"Neutral","2457","104"
"Neutral","-3006","132"
"Neutral","1726","-806"
"Neutral","1186","-1830"
"Neutral","1870","-773"
"Neutral","2697","-997"
"Neutral","2076","2745"
"Neutral","958","2802"
"Neutral","246","2232"
"Foralkan","781","-779"
"Neutral","-1668","-413"
"Neutral","1391","2263"
"Neutral","1379","1542"
"Neutral","-848","-2336"
"Neutral","-973","667"
"Neutral","-152","-3172"
"Neutral","229","2575"
"Neutral","-3064","1002"
"Neutral","1333","1469"
"Neutral","-2085","810"
"Neutral","471","2045"
"Neutral","914","1328"
"Neutral","1473","-1690"
"Neutral","1213","-285"
"Neutral","-611","3290"
"Neutral","-394","3414"
"Neutral","-1723","-1790"
"Neutral","1735","-302"
"Neutral","-1837","679"
"Neutral","1802","1725"
"Kavani","606","703"
"Neutral","2585","2571"
"Neutral","1299","2623"
"Neutral","-1355","1963"
"Neutral","3062","1821"
"Neutral","-1487","-1828"
"Neutral","198","3046"
"Neutral","3117","1647"
"Neutral","1535","-1525"
"Neutral","-8","2879"
"Neutral","-138","-3094"
"Neutral","2534","-2321"
"Neutral","-916","583"
"Neutral","-1711","-402"
"Neutral","1724","1827"
"Neutral","-1526","-59"
"Neutral","147","-2045"
"Neutral","-984","-1710"
"Neutral","859","-1235"
"Neutral","1983","-728"
"Neutral","-1630","-2286"
"Neutral","-1145","2221"
"Neutral","238","-818"
"Neutral","2055","1483"
"Neutral","-913","-1044"
"Neutral","-2118","1050"
"Neutral","2625","306"
"Neutral","-2805","-120"
"Neutral","2603","1317"
"Neutral","-784","-2373"
"Syndicate","-1859","876"
"Neutral","51","2253"
"Neutral","-2390","-243"
"Neutral","-1467","633"
"Neutral","243","-558"
"Neutral","-346","2978"
"Neutral","-1259","-1269"
"Neutral","-3163","-211"
"Neutral","874","-2290"
"Neutral","-2755","350"
"Neutral","362","3586"
"Neutral","1923","1203"
"Neutral","-698","2521"
"Neutral","985","-3078"
"Neutral","-440","-1326"
"Neutral","2833","192"
"Neutral","-2356","922"
"Neutral","-152","-3128"
"Neutral","2443","-1959"
"Kavani","556","682"
"Neutral","-155","61"
"Neutral","-2565","312"
"Neutral","486","-1877"
"Neutral","-1068","-537"
"Neutral","-911","-1378"
"Neutral","-2000","1890"
"Neutral","637","-367"
"Neutral","2218","-139"
"Neutral","636","2296"
"Neutral","-1855","313"
"Neutral","196","-423"
"Neutral","1899","-1615"
"Neutral","-2038","-1574"
"Neutral","1013","1950"
"Neutral","-2218","271"
"Neutral","2019","-1148"
"Neutral","-2552","-685"
"Neutral","-363","608"
"Neutral","-2462","-341"
"Neutral","-1649","-1673"
"Neutral","-490","261"
"Neutral","2648","-2163"
"Neutral","-991","1890"
"Neutral","-1748","-1047"
"Neutral","-1089","2675"
"Neutral","-2716","1250"
"Neutral","-2172","1577"
"Neutral","-52","3435"
"Neutral","-1953","-1065"
"Neutral","1989","-1682"
"Neutral","2287","925"
"Neutral","-754","-2247"
"Neutral","2503","-318"
"Neutral","-2686","770"
"Neutral","1741","2319"
"Neutral","2001","-1995"
"Kavani","427","1048"
"Neutral","531","-250"
"Neutral","2731","-249"
"Neutral","1376","-1272"
"Neutral","1048","-1952"
"Neutral","-1627","-872"
"Neutral","-847","893"
"Neutral","-2482","1485"
"Lycentian","-398","-913"
"Neutral","2760","-2201"
"Neutral","1577","-1297"
"Neutral","-449","-1431"
"Neutral","1473","-1246"
"Neutral","-544","1545"
"Neutral","902","-3164"
"Neutral","-710","1861"
"Neutral","-796","-2560"
"Neutral","1608","-368"
"Neutral","1468","-1206"
"Neutral","-1853","-997"
"Neutral","343","-753"
"Neutral","306","-3110"
"Neutral","1390","381"
"Neutral","-788","-1032"
"Foralkan","670","-446"
"Neutral","-1501","706"
"Neutral","2995","-62"
"Neutral","2510","1665"
"Neutral","1128","3340"
"Neutral","26","-2306"
"Neutral","-2589","-1497"
"Neutral","659","2335"
"Neutral","2100","1152"
"Neutral","794","-1345"
"Neutral","2850","-1581"
"Neutral","-599","-1246"
"Neutral","-1566","-1301"
"Neutral","2420","109"
"Neutral","2146","-1244"
"Neutral","147","-2916"
"Neutral","2525","-1251"
"Neutral","-1383","-999"
"Neutral","811","-1684"
"Neutral","-1064","-745"
"Neutral","1617","2974"
"Neutral","264","656"
"Neutral","521","-159"
"Neutral","-326","1834"
"Neutral","-2045","-835"
"Neutral","-818","-2548"
"Neutral","-3083","-416"
"Foralkan","1091","-885"
"Neutral","-1772","2176"
"Neutral","703","-1376"
"Neutral","1130","3378"
"Neutral","855","1756"
"Neutral","473","3088"
"Neutral","-2142","-64"
"Neutral","2852","-1541"
"Neutral","993","-1858"
"Neutral","2643","2765"
"Neutral","712","2240"
"Neutral","941","1381"
"Neutral","758","2489"
"Neutral","552","-1875"
"Neutral","205","-258"
"Syndicate","-1763","857"
"Neutral","1243","1989"
"Neutral","2924","1374"
"Neutral","-2014","1704"
"Neutral","-1396","1869"
"Neutral","-874","-1380"
"Neutral","-1350","2014"
"Neutral","14","2910"
"Neutral","1063","1513"
"Neutral","-1614","1879"
"Neutral","-2423","-1060"
"Foralkan","906","-1095"
"Neutral","1985","2420"
"Neutral","3195","-889"
"Neutral","894","2917"
"Neutral","-1479","2691"
"Neutral","-15","1185"
"Neutral","1684","-2498"
"Neutral","265","3357"
"Lycentian","-588","-1019"
"Neutral","1116","3454"
"Neutral","120","-3216"
"Neutral","976","3260"
"Kavani","748","1201"
"Neutral","1841","-669"
"Neutral","1054","3274"
"Neutral","-1529","2670"
"Kavani","658","1103"
"Neutral","2576","-425"
"Neutral","2134","1514"
"Neutral","2932","-1276"
"Neutral","979","3295"
"Neutral","-1356","2990"
"Neutral","-1768","1865"
"Neutral","648","-1681"
"Neutral","245","3410"
"Neutral","991","3443"
"Lycentian","-664","-643"
"Neutral","-1400","-1040"
"Neutral","888","-3071"
"Neutral","-1746","629"
"Neutral","-1616","2616"
"Neutral","1113","-255"
"Neutral","1820","-1082"
"Neutral","2713","-335"
"Neutral","1042","-2931"
"Neutral","2323","-30"
"Neutral","-3051","137"
"Neutral","639","505"
"Lycentian","-822","-367"
"Neutral","1495","-1621"
"Neutral","2994","-986"
"Neutral","1088","-2935"
"Neutral","-1827","1935"
"Neutral","-60","2236"
"Neutral","3496","-178"
"Neutral","2185","-1293"
"Neutral","2764","1123"
"Neutral","2693","2170"
"Neutral","-1461","2315"
"Neutral","725","2879"
"Neutral","921","2886"
"Neutral","2434","-707"
"Neutral","2894","-102"
"Neutral","609","2721"
"Neutral","-2699","1838"
"Neutral","-3200","-726"
"Neutral","-1715","-977"
"Neutral","2686","928"
"Neutral","926","-3089"
"Neutral","542","3214"
"Neutral","1293","2091"
"Neutral","82","-2854"
"Neutral","1130","668"
"Neutral","562","3376"
"Neutral","1402","2346"
"Neutral","624","3335"
"Neutral","-3102","-557"
"Neutral","-739","1149"
"Neutral","-1859","179"
"Neutral","1208","678"
"Neutral","650","3485"
"Kavani","10","1490"
"Foralkan","1147","-1083"
"Neutral","720","3446"
"Neutral","-753","1353"
"Neutral","173","-2997"
"Neutral","517","-2987"
"Neutral","-761","-2617"
"Neutral","500","-2911"
"Neutral","-1538","1307"
"Kavani","242","1431"
"Neutral","2083","889"
"Neutral","2413","1043"
"Neutral","297","3472"
"Neutral","176","3361"
"Neutral","195","3300"
"Neutral","-95","-137"
"Neutral","240","3263"
"Neutral","-1028","-709"
"Neutral","1460","-1279"
"Neutral","-656","1180"
"Neutral","-2159","720"
"Neutral","2603","-2252"
"Neutral","1748","301"
"Neutral","-350","1889"
"Neutral","182","-3176"
"Neutral","112","-3169"
"Neutral","-1389","-407"
"Neutral","-436","1265"
"Neutral","400","594"
"Neutral","-2655","1280"
"Neutral","120","-2862"
"Neutral","857","-1689"
"Neutral","2268","-1322"
"Neutral","181","-2842"
"Neutral","1275","-146"
"Neutral","82","-2541"
"Neutral","2202","1120"
"Neutral","305","-2860"
"Neutral","2240","-1579"
"Neutral","205","-2924"
"Neutral","-533","-2125"
"Neutral","690","-758"
"Neutral","2269","-39"
"Neutral","-2983","1062"
"Neutral","-2902","848"
"Neutral","-2922","1045"
"Neutral","-2042","317"
"Neutral","-3040","907"
"Neutral","-1124","-827"
"Neutral","-2100","739"
"Neutral","-2945","825"
"Neutral","2117","1408"
"Neutral","-1504","-2387"
"Neutral","-2960","874"
"Neutral","-2877","823"
"Neutral","2275","-2056"
"Foralkan","735","-649"
"Kavani","679","1310"
"Neutral","-3112","1084"
"Neutral","-3111","506"
"Neutral","-3031","404"
"Neutral","898","-2313"
"Neutral","-2839","499"
"Neutral","2692","1058"
"Neutral","-1837","-11"
"Neutral","-3026","745"
"Neutral","2554","-2119"
"Neutral","-3047","804"
"Neutral","-3106","762"
"Neutral","1354","2691"
"Lycentian","-636","-1080"
"Neutral","-2691","-463"
"Neutral","1851","2862"
"Neutral","-599","-3109"
"Neutral","-3211","334"
"Neutral","-3122","405"
"Foralkan","1274","-1139"
"Neutral","3047","-1065"
"Lycentian","-578","-723"
"Kavani","565","914"
"Neutral","-3116","363"
"Neutral","3339","-598"
"Neutral","-2953","144"
"Neutral","-2916","92"
"Neutral","-2991","-704"
"Neutral","-1141","-2422"
"Neutral","2739","-674"
"Neutral","445","-91"
"Neutral","-3178","-533"
"Neutral","-1875","1498"
"Neutral","2212","-1667"
"Neutral","-2884","-760"
"Neutral","-3067","-617"
"Neutral","-2038","1379"
"Neutral","-3019","-577"
"Neutral","316","660"
"Neutral","-384","1865"
"Kavani","749","1393"
"Neutral","-1394","-2485"
"Neutral","1157","-3087"
"Lycentian","-203","-539"
"Neutral","2525","-965"
"Neutral","-3186","-680"
"Neutral","-3053","-487"
"Neutral","511","34"
"Neutral","-3103","-471"
"Neutral","-1996","-1618"
"Neutral","-3079","20"
"Neutral","-3007","10"
"Neutral","-895","1681"
"Neutral","3546","-671"
"Neutral","3234","483"
"Neutral","180","180"
"Neutral","2175","-1717"
"Neutral","-3008","-45"
"Neutral","-3064","-38"
"Neutral","-108","-3182"
"Neutral","-3065","-84"
"Neutral","-318","2808"
"Neutral","-740","1111"
"Neutral","2573","92"
"Neutral","-2905","-288"
"Neutral","-2449","1978"
"Neutral","-2684","1758"
"Neutral","377","2617"
"Neutral","-2646","-1553"
"Neutral","-915","-2443"
"Neutral","-2072","-241"
"Neutral","2903","-1590"
"Neutral","-2477","-1560"
"Neutral","998","2923"
"Neutral","1913","-1273"
"Neutral","-2555","-1271"
"Neutral","1640","-1088"
"Neutral","-2760","-1362"
"Neutral","-695","1122"
"Neutral","-646","-1448"
"Neutral","-2133","2483"
"Neutral","-2183","2466"
"Neutral","-498","1691"
"Neutral","243","569"
"Neutral","-2150","2511"
"Kavani","781","1135"
"Neutral","-2293","696"
"Neutral","-1249","-639"
"Neutral","-548","3162"
"Neutral","-2184","2767"
"Neutral","-1591","-2396"
"Neutral","-2199","2737"
"Neutral","-2381","-2198"
"Neutral","-2189","-2127"
"Neutral","-2256","245"
"Neutral","-1330","2846"
"Neutral","-1574","3219"
"Neutral","-45","755"
"Neutral","-1566","3178"
"Neutral","1068","312"
"Neutral","-273","3476"
"Neutral","-1526","3190"
"Neutral","-1078","238"
"Neutral","-2361","667"
"Neutral","-1392","3078"
"Neutral","-1279","-2434"
"Neutral","-1428","-2553"
"Neutral","-2236","-98"
"Neutral","-1444","-2476"
"Neutral","1979","2960"
"Neutral","904","-1743"
"Neutral","-1422","-213"
"Neutral","-765","1170"
"Neutral","-3053","-547"
"Neutral","2679","-836"
"Neutral","2837","902"
"Neutral","-1348","-2573"
"Neutral","-1990","-599"
"Neutral","-1560","-18"
"Neutral","1481","1266"
"Neutral","-705","-1322"
"Neutral","-1300","820"
"Neutral","-1158","2759"
"Neutral","-2822","383"
"Neutral","-1700","-2242"
"Neutral","-1993","-557"
"Neutral","-777","-3159"
"Neutral","-575","-3028"
"Neutral","2123","1358"
"Neutral","-2617","-1508"
"Neutral","-1096","-1208"
"Neutral","-636","-3100"
"Neutral","-1346","-1302"
"Neutral","3052","732"
"Neutral","-652","-2942"
"Neutral","-1362","-1400"
"Kavani","679","1415"
"Neutral","-621","-2986"
"Neutral","-622","-2857"
"Neutral","2517","-909"
"Neutral","-80","1270"
"Neutral","124","-1314"
"Neutral","-565","-2855"
"Neutral","-386","-2903"
"Kavani","173","1088"
"Neutral","593","73"
"Neutral","-435","-2929"
"Neutral","-2033","-1388"
"Neutral","2709","311"
"Neutral","-30","3545"
"Neutral","-883","2245"
"Neutral","-105","3217"
"Neutral","1787","867"
"Neutral","-1890","461"
"Neutral","-197","3241"
"Lycentian","-525","-610"
"Neutral","2728","-1898"
"Neutral","-1562","3129"
"Neutral","-372","3351"
"Neutral","1945","2586"
"Neutral","210","3327"
"Neutral","3586","-300"
"Neutral","-92","-1484"
"Kavani","669","666"
"Neutral","2386","1571"
"Neutral","3420","-381"
"Neutral","2175","1090"
"Neutral","-1063","-1183"
"Neutral","1759","-701"
"Neutral","-2803","890"
"Neutral","3393","-186"
"Neutral","-600","981"
"Foralkan","1018","-1004"
"Neutral","-1331","-1471"
"Neutral","-608","-1326"
"Neutral","-135","988"
"Neutral","-617","1578"
"Neutral","-1961","1006"
"Neutral","-594","898"
"Neutral","3317","878"
"Neutral","501","2582"
"Neutral","952","2473"
"Neutral","2220","1572"
"Neutral","-2135","-1499"
"Neutral","52","-331"
"Neutral","290","230"
"Neutral","3018","-1377"
"Neutral","2133","719"
"Neutral","-910","-2380"
"Neutral","-1305","1210"
"Neutral","-1023","1790"
"Neutral","-1676","2595"
"Neutral","3141","1307"
"Neutral","3153","1223"
"Neutral","293","-803"
"Neutral","-575","-2685"
"Neutral","2173","-1125"
"Neutral","696","2120"
"Neutral","1729","853"
"Neutral","-1575","-870"
"Neutral","2873","135"
"Neutral","-19","701"
"Neutral","281","1748"
"Neutral","-184","-1801"
"Neutral","3130","1417"
"Neutral","3004","1383"
"Neutral","-2295","1710"
"Neutral","2294","-2087"
"Neutral","-522","1608"
"Neutral","-1354","-402"
"Neutral","2915","1485"
"Neutral","-2627","-766"
"Neutral","653","3375"
"Neutral","2784","829"
"Neutral","-1437","-174"
"Neutral","-555","-2065"
"Kavani","842","1093"
"Neutral","1210","1944"
"Neutral","2318","947"
"Neutral","1023","-1464"
"Neutral","2867","1149"
"Neutral","2874","1182"
"Neutral","-2408","1083"
"Neutral","-1951","2255"
"Neutral","3064","802"
"Neutral","-1140","2672"
"Neutral","-365","3314"
"Neutral","-1405","-4"
"Neutral","-2028","1301"
"Neutral","1758","2858"
"Neutral","-1388","1958"
"Neutral","2885","482"
"Neutral","-1050","1855"
"Neutral","1787","629"
"Neutral","2131","668"
"Neutral","2938","-1405"
"Neutral","2978","739"
"Neutral","3006","667"
"Neutral","-742","1468"
"Neutral","-1128","-2505"
"Neutral","-2747","300"
"Neutral","2964","-304"
"Kavani","183","1501"
"Neutral","3069","56"
"Foralkan","1192","-954"
"Neutral","-326","-1836"
"Neutral","-1264","-1344"
"Neutral","-202","1288"
"Neutral","392","2725"
"Neutral","1749","937"
"Neutral","1077","-3110"
"Neutral","1130","156"
"Neutral","-404","2232"
"Neutral","1785","812"
"Neutral","605","-195"
"Neutral","1117","561"
"Neutral","-2421","1113"
"Neutral","-2558","473"
"Neutral","-2684","738"
"Neutral","-1455","-2304"
"Neutral","-815","137"
"Neutral","-292","-1871"
"Neutral","2815","2257"
"Neutral","2828","-201"
"Neutral","698","3175"
"Neutral","1206","1982"
"Neutral","2798","-260"
"Neutral","-183","181"
"Neutral","-2297","1663"
"Neutral","1559","966"
"Neutral","3062","-513"
"Neutral","3044","-568"
"Neutral","1084","1020"
"Neutral","2782","1425"
"Neutral","-327","1671"
"Neutral","333","2647"
"Neutral","1148","3445"
"Neutral","-704","1914"
"Neutral","1558","-451"
"Neutral","-2220","1497"
"Neutral","-2152","81"
"Neutral","1006","169"
"Neutral","2874","-880"
"Neutral","2918","-996"
"Neutral","-126","-774"
"Lycentian","-606","-891"
"Neutral","727","568"
"Neutral","426","-33"
"Neutral","-1225","-1941"
"Neutral","-1472","-2394"
"Neutral","2839","-976"
"Neutral","-131","3007"
"Neutral","3348","-647"
"Neutral","-2160","334"
"Neutral","-2640","-497"
"Neutral","-1470","2519"
"Neutral","-1654","1416"
"Neutral","-1969","-882"
"Neutral","-632","210"
"Neutral","621","-1739"
"Neutral","-178","-1127"
"Neutral","3014","-884"
"Neutral","3079","-1038"
"Neutral","3260","524"
"Lycentian","-262","-145"
"Neutral","2223","-1282"
"Neutral","1452","2651"
"Neutral","3096","1248"
"Neutral","313","-703"
"Neutral","3350","231"
"Neutral","-3097","231"
"Neutral","-1075","994"
"Neutral","-2517","-883"
"Neutral","-1771","-1102"
"Neutral","-1093","-833"
"Neutral","1929","1233"
"Neutral","1290","2153"
"Neutral","2094","-1725"
"Neutral","-2270","-130"
"Neutral","-2151","-849"
"Neutral","-2268","217"
"Neutral","580","2307"
"Neutral","2737","2335"
"Neutral","2718","170"
"Neutral","-2007","192"
"Neutral","904","2432"
"Neutral","2667","-1416"
"Neutral","-640","2356"
"Neutral","1097","3167"
"Neutral","1073","1219"
"Neutral","2569","2076"
"Neutral","2806","1993"
"Neutral","1238","-202"
"Neutral","176","874"
"Neutral","915","1432"
"Neutral","2722","2200"
"Neutral","-1362","1501"
"Neutral","1884","-391"
"Neutral","-1091","1534"
"Neutral","1395","1729"
"Neutral","2683","1818"
"Neutral","2625","1755"
"Neutral","1777","3048"
"Neutral","2082","176"
"Neutral","-81","-698"
"Neutral","-206","1067"
"Foralkan","1176","-1105"
"Neutral","2726","1662"
"Neutral","2717","1627"
"Lycentian","-454","109"
"Neutral","-1428","-1141"
"Neutral","-638","-2061"
"Foralkan","1099","-605"
"Neutral","-922","-2287"
"Neutral","-1579","1209"
"Neutral","2561","1571"
"Neutral","-506","1237"
"Neutral","-1688","-545"
"Neutral","-2408","-528"
"Neutral","-2206","1941"
"Neutral","665","1839"
"Neutral","2256","-1692"
"Neutral","1172","1020"
"Neutral","-544","2929"
"Neutral","-594","2510"
"Neutral","2614","1443"
"Kavani","697","1218"
"Neutral","-594","-2507"
"Lycentian","-898","127"
"Neutral","288","-260"
"Neutral","-46","2592"
"Neutral","2465","980"
"Neutral","2042","2402"
"Neutral","1623","1738"
"Neutral","-2072","1930"
"Neutral","2448","849"
"Neutral","462","1984"
"Lycentian","-783","-527"
"Neutral","-1156","690"
"Neutral","713","-2526"
"Neutral","-1826","-959"
"Neutral","2530","557"
"Neutral","532","76"
"Neutral","-419","-1345"
"Neutral","2634","848"
"Neutral","-658","3157"
"Neutral","2723","860"
"Neutral","2679","894"
"Neutral","-1355","815"
"Neutral","-1850","224"
"Neutral","3389","604"
"Neutral","2122","209"
"Neutral","-134","248"
"Neutral","-489","1188"
"Neutral","-2617","-541"
"Neutral","-2210","-1521"
"Neutral","-360","548"
"Neutral","-1345","-448"
"Neutral","2008","1074"
"Neutral","2613","792"
"Neutral","-79","-3111"
"Neutral","-1485","1279"
"Neutral","2360","-1067"
"Lycentian","-247","-341"
"Neutral","818","-3004"
"Lycentian","-550","-1027"
"Neutral","-1305","2318"
"Neutral","2437","473"
"Neutral","-1706","708"
"Neutral","-1027","137"
"Neutral","-2081","373"
"Neutral","2618","-14"
"Neutral","-2008","-1471"
"Neutral","-106","2929"
"Neutral","292","833"
"Neutral","-1680","-290"
"Neutral","2957","-266"
"Neutral","2693","214"
"Neutral","2727","129"
"Neutral","-2286","-907"
"Neutral","2616","-234"
"Neutral","2808","230"
"Neutral","-748","-2184"
"Neutral","2746","230"
"Neutral","1068","-1892"
"Neutral","2397","2761"
"Neutral","48","-363"
"Neutral","-1727","-2098"
"Neutral","188","1868"
"Neutral","2610","368"
"Neutral","-21","731"
"Neutral","2655","2073"
"Neutral","-2101","-1447"
"Neutral","2172","-1419"
"Neutral","205","330"
"Neutral","2691","345"
"Lycentian","-769","-643"
"Neutral","-270","2675"
"Neutral","54","-2576"
"Neutral","-596","230"
"Neutral","-1640","-789"
"Neutral","-737","-984"
"Neutral","445","341"
"Neutral","2740","-318"
"Neutral","-1030","2026"
"Neutral","2367","-596"
"Neutral","-1010","-468"
"Lycentian","-683","-585"
"Lycentian","-444","-711"
"Neutral","2576","-720"
"Neutral","2620","-471"
"Neutral","2583","-479"
"Neutral","-2129","24"
"Neutral","609","-2117"
"Neutral","-1432","2260"
"Neutral","2500","819"
"Neutral","774","-92"
"Neutral","1007","204"
"Neutral","-1083","-874"
"Neutral","2435","-984"
"Neutral","2301","867"
"Neutral","1125","-48"
"Neutral","-1764","-2106"
"Neutral","346","-655"
"Neutral","-318","-1153"
"Neutral","611","-276"
"Neutral","-1822","1524"
"Lycentian","-186","-264"
"Neutral","-1341","-706"
"Neutral","1584","-1254"
"Neutral","2560","-1427"
"Neutral","-54","-408"
"Neutral","-998","-581"
"Neutral","2451","-1691"
"Neutral","604","-149"
"Neutral","-795","-2187"
"Neutral","-698","-1068"
"Neutral","1912","-229"
"Neutral","-893","-2474"
"Neutral","-341","-892"
"Neutral","2576","-1723"
"Neutral","2449","-2010"
"Neutral","1028","-1395"
"Neutral","2409","-1793"
"Neutral","-1919","-547"
"Neutral","-1021","2444"
"Neutral","2300","322"
"Neutral","2349","-2015"
"Neutral","2968","-1317"
"Neutral","-151","1892"
"Neutral","-18","-59"
"Kavani","249","1067"
"Neutral","-540","2422"
"Neutral","2941","-1214"
"Neutral","-1707","621"
"Foralkan","745","-717"
"Neutral","-2102","1438"
"Neutral","781","2701"
"Neutral","2315","-1632"
"Neutral","857","200"
"Neutral","-1955","-752"
"Neutral","-1117","2540"
"Neutral","-68","-1113"
"Neutral","2943","-1335"
"Neutral","-2052","1088"
"Neutral","-2117","1701"
"Neutral","-1646","-973"
"Neutral","-2329","-596"
"Neutral","1099","-2464"
"Neutral","-557","-2527"
"Neutral","2560","-285"
"Neutral","-115","-1995"
"Neutral","20","2201"
"Neutral","1421","-2440"
"Neutral","947","1850"
"Neutral","-670","-2592"
"Neutral","-883","-2317"
"Neutral","2673","-2086"
"Neutral","2300","2076"
"Neutral","-1931","-1616"
"Neutral","-67","153"
"Neutral","2053","2090"
"Neutral","-2571","-339"
"Neutral","2928","-552"
"Neutral","907","863"
"Neutral","-348","2811"
"Neutral","1668","2953"
"Neutral","97","-2636"
"Neutral","-1671","2542"
"Neutral","2206","1599"
"Neutral","-918","-1851"
"Neutral","-1203","1273"
"Neutral","-2626","394"
"Kavani","6","1387"
"Foralkan","1482","-1005"
"Neutral","-36","2856"
"Neutral","2393","1489"
"Neutral","-872","2107"
"Neutral","-569","-2575"
"Neutral","2708","-2351"
"Neutral","2307","1459"
"Neutral","-1445","2669"
"Neutral","1950","2132"
"Neutral","-1051","-1214"
"Neutral","183","-146"
"Neutral","1132","1405"
"Neutral","-1767","-1781"
"Neutral","2243","1451"
"Neutral","-260","895"
"Neutral","-2057","-710"
"Neutral","-1378","-1367"
"Neutral","1903","-2167"
"Neutral","3298","486"
"Lycentian","-914","-291"
"Neutral","-821","571"
"Neutral","889","1469"
"Neutral","1982","883"
"Neutral","-2012","230"
"Neutral","2357","907"
"Kavani","514","1518"
"Neutral","2164","1126"
"Neutral","-134","-1810"
"Neutral","-281","1676"
"Neutral","-688","1347"
"Neutral","-1004","-2130"
"Neutral","-654","-3136"
"Neutral","1183","555"
"Neutral","3293","540"
"Neutral","-654","1050"
"Neutral","922","3459"
"Neutral","-996","-534"
"Neutral","2073","115"
"Neutral","2283","37"
"Neutral","2992","1881"
"Neutral","2375","17"
"Neutral","2387","-33"
"Neutral","1956","-1791"
"Neutral","1263","1924"
"Kavani","491","922"
"Neutral","-105","-718"
"Neutral","2124","-488"
"Neutral","2147","-408"
"Neutral","3357","-523"
"Neutral","-2375","-522"
"Neutral","504","-17"
"Neutral","-1281","-644"
"Neutral","585","2603"
"Neutral","2405","-830"
"Neutral","-855","2849"
"Neutral","1906","2159"
"Neutral","2144","-1039"
"Neutral","-857","-1616"
"Neutral","-797","-2296"
"Neutral","567","2648"
"Neutral","2120","-1336"
"Neutral","-254","2033"
"Neutral","1931","-1583"
"Neutral","2252","-1658"
"Neutral","-1954","1945"
"Neutral","213","-1413"
"Neutral","1333","547"
"Neutral","-1847","-2138"
"Neutral","-1418","1357"
"Neutral","-1993","1662"
"Neutral","-1641","676"
"Neutral","437","-1101"
"Neutral","-1454","3051"
"Neutral","-979","-2090"
"Neutral","2014","-1633"
"Neutral","2087","-1640"
"Neutral","-565","-2625"
"Neutral","-1475","1126"
"Neutral","2602","-2155"
"Lycentian","-288","-639"
"Neutral","2278","-113"
"Neutral","3204","1686"
